wall_thickness,corrosion_rate,rul,sensor_a,sensor_b,day,RUL
554.9744375,0.025562500000000002,21593,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0261, 'acoustic': 120, 'temperature': 25.91}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0251, 'acoustic': 120, 'temperature': 25.85}",45,555.0
553.974425,0.025575,21543,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0254, 'acoustic': 120, 'temperature': 21.5}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0248, 'acoustic': 120, 'temperature': 30.4}",46,554.0
552.9744125,0.025587500000000003,21493,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0253, 'acoustic': 120, 'temperature': 25.1}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0267, 'acoustic': 120, 'temperature': 29.34}",47,553.0
551.9744,0.0256,21444,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0251, 'acoustic': 120, 'temperature': 30.64}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.025, 'acoustic': 120, 'temperature': 24.88}",48,552.0
550.9743875,0.0256125,21394,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0248, 'acoustic': 120, 'temperature': 31.57}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0253, 'acoustic': 120, 'temperature': 20.48}",49,551.0
549.974375,0.025625,21345,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0259, 'acoustic': 120, 'temperature': 27.77}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0275, 'acoustic': 120, 'temperature': 29.96}",50,550.0
548.9743625,0.025637500000000004,21295,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0247, 'acoustic': 120, 'temperature': 22.45}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0276, 'acoustic': 120, 'temperature': 23.05}",51,549.0
547.97435,0.025650000000000003,21246,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0239, 'acoustic': 120, 'temperature': 23.19}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0272, 'acoustic': 120, 'temperature': 26.98}",52,548.0
546.9743375,0.0256625,21197,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0246, 'acoustic': 120, 'temperature': 22.8}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0271, 'acoustic': 120, 'temperature': 21.29}",53,547.0
545.974325,0.025675,21147,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0276, 'acoustic': 120, 'temperature': 23.53}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0246, 'acoustic': 120, 'temperature': 31.66}",54,546.0
544.9743125,0.025687500000000002,21098,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0237, 'acoustic': 120, 'temperature': 25.62}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.026, 'acoustic': 120, 'temperature': 30.59}",55,545.0
543.9743,0.0257,21049,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0241, 'acoustic': 120, 'temperature': 27.04}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.025, 'acoustic': 120, 'temperature': 28.22}",56,544.0
542.9742875,0.0257125,21000,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 28.71}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0264, 'acoustic': 120, 'temperature': 23.25}",57,543.0
541.974275,0.025724999999999998,20951,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0248, 'acoustic': 120, 'temperature': 23.26}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0257, 'acoustic': 120, 'temperature': 30.96}",58,542.0
540.9742625,0.025737500000000003,20902,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0244, 'acoustic': 120, 'temperature': 29.13}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0267, 'acoustic': 120, 'temperature': 25.03}",59,541.0
539.97425,0.025750000000000002,20853,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.026, 'acoustic': 120, 'temperature': 29.08}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0253, 'acoustic': 120, 'temperature': 22.45}",60,540.0
538.9742375,0.0257625,20804,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0238, 'acoustic': 120, 'temperature': 23.6}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0269, 'acoustic': 120, 'temperature': 27.94}",61,539.0
537.974225,0.025775,20755,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0227, 'acoustic': 120, 'temperature': 32.11}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0245, 'acoustic': 120, 'temperature': 22.11}",62,538.0
536.9742125,0.025787500000000005,20706,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.026, 'acoustic': 120, 'temperature': 31.31}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0256, 'acoustic': 120, 'temperature': 26.0}",63,537.0
535.9742,0.025800000000000003,20657,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0245, 'acoustic': 120, 'temperature': 23.07}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0252, 'acoustic': 120, 'temperature': 23.33}",64,536.0
534.9741875,0.025812500000000002,20609,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0264, 'acoustic': 120, 'temperature': 22.36}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.025, 'acoustic': 120, 'temperature': 21.48}",65,535.0
533.974175,0.025825,20560,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0246, 'acoustic': 120, 'temperature': 26.5}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0268, 'acoustic': 120, 'temperature': 30.63}",66,534.0
532.9741625,0.025837500000000003,20511,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 29.73}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0271, 'acoustic': 120, 'temperature': 27.55}",67,533.0
531.97415,0.02585,20463,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0245, 'acoustic': 120, 'temperature': 31.7}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0249, 'acoustic': 120, 'temperature': 27.05}",68,532.0
530.9741375,0.0258625,20414,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0257, 'acoustic': 120, 'temperature': 32.48}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0253, 'acoustic': 120, 'temperature': 32.08}",69,531.0
529.974125,0.025875,20366,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0256, 'acoustic': 120, 'temperature': 29.77}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0277, 'acoustic': 120, 'temperature': 27.08}",70,530.0
528.9741125,0.025887500000000004,20317,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0279, 'acoustic': 120, 'temperature': 24.76}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0258, 'acoustic': 120, 'temperature': 25.39}",71,529.0
527.9741,0.025900000000000003,20269,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0259, 'acoustic': 120, 'temperature': 28.03}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0279, 'acoustic': 120, 'temperature': 24.14}",72,528.0
526.9740875,0.0259125,20220,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0276, 'acoustic': 120, 'temperature': 25.68}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0252, 'acoustic': 120, 'temperature': 22.74}",73,527.0
525.974075,0.025925,20172,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0263, 'acoustic': 120, 'temperature': 23.23}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0269, 'acoustic': 120, 'temperature': 30.63}",74,526.0
524.9740625,0.025937500000000002,20124,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0256, 'acoustic': 120, 'temperature': 27.84}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0259, 'acoustic': 120, 'temperature': 27.27}",75,525.0
523.97405,0.02595,20076,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0269, 'acoustic': 120, 'temperature': 32.2}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0254, 'acoustic': 120, 'temperature': 23.57}",76,524.0
522.9740375,0.0259625,20027,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 32.39}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0244, 'acoustic': 120, 'temperature': 28.62}",77,523.0
521.974025,0.025974999999999998,19979,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0255, 'acoustic': 120, 'temperature': 24.11}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0274, 'acoustic': 120, 'temperature': 32.0}",78,522.0
520.9740125,0.025987500000000004,19931,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0265, 'acoustic': 120, 'temperature': 28.86}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0269, 'acoustic': 120, 'temperature': 32.43}",79,521.0
519.974,0.026000000000000002,19883,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0264, 'acoustic': 120, 'temperature': 32.15}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0246, 'acoustic': 120, 'temperature': 32.16}",80,520.0
518.9739875,0.0260125,19835,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0256, 'acoustic': 120, 'temperature': 23.43}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0268, 'acoustic': 120, 'temperature': 23.21}",81,519.0
517.973975,0.026025,19787,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0248, 'acoustic': 120, 'temperature': 28.13}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0261, 'acoustic': 120, 'temperature': 23.09}",82,518.0
516.9739625,0.026037500000000005,19739,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0257, 'acoustic': 120, 'temperature': 23.75}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0248, 'acoustic': 120, 'temperature': 25.48}",83,517.0
515.97395,0.026050000000000004,19691,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0259, 'acoustic': 120, 'temperature': 23.14}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0275, 'acoustic': 120, 'temperature': 27.61}",84,516.0
514.9739375,0.026062500000000002,19644,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0257, 'acoustic': 120, 'temperature': 30.99}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0268, 'acoustic': 120, 'temperature': 25.22}",85,515.0
513.973925,0.026075,19596,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0276, 'acoustic': 120, 'temperature': 30.61}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0267, 'acoustic': 120, 'temperature': 24.38}",86,514.0
512.9739125,0.026087500000000003,19548,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0252, 'acoustic': 120, 'temperature': 23.67}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0279, 'acoustic': 120, 'temperature': 23.05}",87,513.0
511.9739,0.0261,19500,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.026, 'acoustic': 120, 'temperature': 28.34}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.027, 'acoustic': 120, 'temperature': 27.94}",88,512.0
510.9738875,0.0261125,19453,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0267, 'acoustic': 120, 'temperature': 33.22}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0281, 'acoustic': 120, 'temperature': 23.77}",89,511.0
509.973875,0.026125,19405,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0268, 'acoustic': 120, 'temperature': 24.35}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0261, 'acoustic': 120, 'temperature': 25.35}",90,510.0
508.9738625,0.026137500000000004,19358,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0274, 'acoustic': 120, 'temperature': 24.76}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0242, 'acoustic': 120, 'temperature': 25.24}",91,509.0
507.97385,0.026150000000000003,19310,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0268, 'acoustic': 120, 'temperature': 24.4}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0265, 'acoustic': 120, 'temperature': 25.52}",92,508.0
506.9738375,0.0261625,19263,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 23.01}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0275, 'acoustic': 120, 'temperature': 23.72}",93,507.0
505.973825,0.026175,19215,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 31.6}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0269, 'acoustic': 120, 'temperature': 24.81}",94,506.0
504.9738125,0.026187500000000002,19168,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0268, 'acoustic': 120, 'temperature': 23.73}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0255, 'acoustic': 120, 'temperature': 25.18}",95,505.0
503.9738,0.0262,19121,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0256, 'acoustic': 120, 'temperature': 24.44}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0274, 'acoustic': 120, 'temperature': 27.44}",96,504.0
502.9737875,0.0262125,19073,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0275, 'acoustic': 120, 'temperature': 22.43}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0258, 'acoustic': 120, 'temperature': 25.79}",97,503.0
501.973775,0.026225,19026,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0259, 'acoustic': 120, 'temperature': 32.86}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0248, 'acoustic': 120, 'temperature': 28.08}",98,502.0
500.9737625,0.026237500000000004,18979,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0252, 'acoustic': 120, 'temperature': 24.59}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0261, 'acoustic': 120, 'temperature': 24.31}",99,501.0
499.97375,0.026250000000000002,18932,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0286, 'acoustic': 120, 'temperature': 26.83}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0254, 'acoustic': 120, 'temperature': 23.68}",100,500.0
498.9737375,0.0262625,18885,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 22.66}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0257, 'acoustic': 120, 'temperature': 31.15}",101,499.0
497.973725,0.026275,18838,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0258, 'acoustic': 120, 'temperature': 29.96}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0284, 'acoustic': 120, 'temperature': 22.56}",102,498.0
496.9737125,0.026287500000000005,18791,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0244, 'acoustic': 120, 'temperature': 33.28}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 23.59}",103,497.0
495.9737,0.026300000000000004,18744,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0262, 'acoustic': 120, 'temperature': 32.46}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0257, 'acoustic': 120, 'temperature': 32.55}",104,496.0
494.9736875,0.026312500000000003,18697,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0275, 'acoustic': 120, 'temperature': 23.66}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0267, 'acoustic': 120, 'temperature': 32.27}",105,495.0
493.973675,0.026325,18650,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0263, 'acoustic': 120, 'temperature': 29.62}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0261, 'acoustic': 120, 'temperature': 24.18}",106,494.0
