wall_thickness,corrosion_rate,rul,sensor_a,sensor_b,day,RUL
138.954604,0.04539599999999999,2994,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0455, 'acoustic': 120, 'temperature': 16.41}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0453, 'acoustic': 120, 'temperature': 24.42}",11,139.0
137.954568,0.045432,2970,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0455, 'acoustic': 120, 'temperature': 25.03}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0456, 'acoustic': 120, 'temperature': 19.16}",12,138.0
136.954532,0.045467999999999995,2946,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0454, 'acoustic': 120, 'temperature': 24.41}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0454, 'acoustic': 120, 'temperature': 24.13}",13,137.0
135.954496,0.045504,2921,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0452, 'acoustic': 120, 'temperature': 26.48}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0468, 'acoustic': 120, 'temperature': 16.79}",14,136.0
134.95446,0.04554,2897,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0449, 'acoustic': 120, 'temperature': 16.28}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0467, 'acoustic': 120, 'temperature': 20.12}",15,135.0
133.954424,0.04557599999999999,2873,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 27.52}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 17.6}",16,134.0
132.954388,0.045612,2849,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0465, 'acoustic': 120, 'temperature': 25.8}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0477, 'acoustic': 120, 'temperature': 19.86}",17,133.0
131.954352,0.045647999999999994,2824,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0442, 'acoustic': 120, 'temperature': 27.11}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0464, 'acoustic': 120, 'temperature': 18.24}",18,132.0
130.954316,0.045684,2800,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0448, 'acoustic': 120, 'temperature': 26.65}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0467, 'acoustic': 120, 'temperature': 27.17}",19,131.0
129.95428,0.04572,2776,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0455, 'acoustic': 120, 'temperature': 19.43}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 23.97}",20,130.0
128.954244,0.045756,2752,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0442, 'acoustic': 120, 'temperature': 21.08}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0445, 'acoustic': 120, 'temperature': 27.25}",21,129.0
127.954208,0.045792,2728,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0449, 'acoustic': 120, 'temperature': 20.35}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 27.51}",22,128.0
126.954172,0.045827999999999994,2704,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 25.21}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0457, 'acoustic': 120, 'temperature': 27.58}",23,127.0
125.954136,0.045864,2680,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0461, 'acoustic': 120, 'temperature': 18.34}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0449, 'acoustic': 120, 'temperature': 20.83}",24,126.0
124.9541,0.045899999999999996,2656,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0451, 'acoustic': 120, 'temperature': 27.04}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0449, 'acoustic': 120, 'temperature': 27.03}",25,125.0
123.954064,0.045936,2633,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0466, 'acoustic': 120, 'temperature': 19.67}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0477, 'acoustic': 120, 'temperature': 28.27}",26,124.0
122.954028,0.045972,2609,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 19.83}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0448, 'acoustic': 120, 'temperature': 20.03}",27,123.0
121.953992,0.046008,2585,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0457, 'acoustic': 120, 'temperature': 18.48}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0463, 'acoustic': 120, 'temperature': 19.06}",28,122.0
120.953956,0.046044,2561,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0456, 'acoustic': 120, 'temperature': 19.66}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0484, 'acoustic': 120, 'temperature': 21.32}",29,121.0
119.95392,0.046079999999999996,2538,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0468, 'acoustic': 120, 'temperature': 18.31}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0449, 'acoustic': 120, 'temperature': 22.68}",30,120.0
118.953884,0.046116,2514,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0466, 'acoustic': 120, 'temperature': 28.72}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0452, 'acoustic': 120, 'temperature': 28.57}",31,119.0
117.953848,0.046152,2490,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0461, 'acoustic': 120, 'temperature': 19.89}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0456, 'acoustic': 120, 'temperature': 20.76}",32,118.0
116.953812,0.046188,2467,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0464, 'acoustic': 120, 'temperature': 29.25}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0463, 'acoustic': 120, 'temperature': 20.05}",33,117.0
115.953776,0.046224,2443,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0459, 'acoustic': 120, 'temperature': 23.1}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0466, 'acoustic': 120, 'temperature': 23.3}",34,116.0
114.95374,0.04626,2420,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0451, 'acoustic': 120, 'temperature': 30.25}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0477, 'acoustic': 120, 'temperature': 19.59}",35,115.0
113.953704,0.046296,2396,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0479, 'acoustic': 120, 'temperature': 27.01}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0467, 'acoustic': 120, 'temperature': 23.89}",36,114.0
112.953668,0.046332,2373,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0456, 'acoustic': 120, 'temperature': 26.47}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0455, 'acoustic': 120, 'temperature': 20.06}",37,113.0
111.953632,0.046368,2349,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0451, 'acoustic': 120, 'temperature': 22.72}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0456, 'acoustic': 120, 'temperature': 20.78}",38,112.0
110.953596,0.046403999999999994,2326,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0466, 'acoustic': 120, 'temperature': 29.32}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0471, 'acoustic': 120, 'temperature': 26.68}",39,111.0
109.95356,0.04644,2303,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0452, 'acoustic': 120, 'temperature': 24.31}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.046, 'acoustic': 120, 'temperature': 29.86}",40,110.0
108.953524,0.046475999999999996,2279,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0465, 'acoustic': 120, 'temperature': 28.8}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0467, 'acoustic': 120, 'temperature': 20.78}",41,109.0
107.953488,0.046512000000000005,2256,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0457, 'acoustic': 120, 'temperature': 22.57}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0455, 'acoustic': 120, 'temperature': 22.02}",42,108.0
106.953452,0.046548,2233,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0478, 'acoustic': 120, 'temperature': 30.31}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0448, 'acoustic': 120, 'temperature': 25.36}",43,107.0
105.953416,0.04658399999999999,2210,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0468, 'acoustic': 120, 'temperature': 20.35}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0474, 'acoustic': 120, 'temperature': 24.07}",44,106.0
104.95338,0.04662,2186,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0469, 'acoustic': 120, 'temperature': 29.26}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0469, 'acoustic': 120, 'temperature': 29.33}",45,105.0
103.953344,0.046655999999999996,2163,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 23.13}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 25.74}",46,104.0
102.953308,0.046692000000000004,2140,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0467, 'acoustic': 120, 'temperature': 22.39}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0462, 'acoustic': 120, 'temperature': 22.11}",47,103.0
101.953272,0.046728,2117,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0451, 'acoustic': 120, 'temperature': 22.66}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0452, 'acoustic': 120, 'temperature': 24.07}",48,102.0
100.953236,0.04676399999999999,2094,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0469, 'acoustic': 120, 'temperature': 21.4}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0481, 'acoustic': 120, 'temperature': 28.94}",49,101.0
99.9532,0.0468,2071,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 27.84}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0455, 'acoustic': 120, 'temperature': 23.47}",50,100.0
99.653164,0.046835999999999996,2063,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 22.81}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0461, 'acoustic': 120, 'temperature': 30.57}",51,99.7
99.35312800000001,0.046872000000000004,2055,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0475, 'acoustic': 120, 'temperature': 30.38}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 25.13}",52,99.4
99.05309199999999,0.046908,2047,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0449, 'acoustic': 120, 'temperature': 20.44}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0468, 'acoustic': 120, 'temperature': 28.67}",53,99.1
98.753056,0.04694399999999999,2039,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.048, 'acoustic': 120, 'temperature': 30.27}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0463, 'acoustic': 120, 'temperature': 30.28}",54,98.8
98.45302,0.04698,2031,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0474, 'acoustic': 120, 'temperature': 29.77}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 31.65}",55,98.5
98.152984,0.047015999999999995,2023,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0464, 'acoustic': 120, 'temperature': 21.76}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0486, 'acoustic': 120, 'temperature': 31.5}",56,98.2
97.85294800000001,0.047052000000000004,2015,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0458, 'acoustic': 120, 'temperature': 24.8}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0476, 'acoustic': 120, 'temperature': 28.78}",57,97.9
97.55291199999999,0.047088,2008,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0473, 'acoustic': 120, 'temperature': 22.25}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.048, 'acoustic': 120, 'temperature': 21.72}",58,97.6
97.252876,0.04712399999999999,2000,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0468, 'acoustic': 120, 'temperature': 21.54}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0469, 'acoustic': 120, 'temperature': 23.03}",59,97.3
96.95284,0.04716,1992,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0495, 'acoustic': 120, 'temperature': 28.25}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0479, 'acoustic': 120, 'temperature': 22.54}",60,97.0
96.652804,0.047195999999999995,1984,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0477, 'acoustic': 120, 'temperature': 28.09}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0488, 'acoustic': 120, 'temperature': 31.3}",61,96.7
96.35276800000001,0.047232,1976,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0465, 'acoustic': 120, 'temperature': 25.2}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 31.52}",62,96.4
96.05273199999999,0.047268,1968,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 27.64}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0485, 'acoustic': 120, 'temperature': 30.21}",63,96.1
95.752696,0.04730399999999999,1960,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0456, 'acoustic': 120, 'temperature': 21.6}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0464, 'acoustic': 120, 'temperature': 31.0}",64,95.8
95.45266,0.04734,1952,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0479, 'acoustic': 120, 'temperature': 30.29}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0465, 'acoustic': 120, 'temperature': 26.78}",65,95.5
95.152624,0.047375999999999995,1945,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0457, 'acoustic': 120, 'temperature': 22.0}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0484, 'acoustic': 120, 'temperature': 27.9}",66,95.2
94.85258800000001,0.047412,1937,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0468, 'acoustic': 120, 'temperature': 27.18}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 28.44}",67,94.9
94.55255199999999,0.047448,1929,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.048, 'acoustic': 120, 'temperature': 26.69}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0471, 'acoustic': 120, 'temperature': 31.74}",68,94.6
94.252516,0.04748399999999999,1921,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 32.02}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0473, 'acoustic': 120, 'temperature': 25.65}",69,94.3
93.95248,0.04752,1913,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0488, 'acoustic': 120, 'temperature': 31.12}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0481, 'acoustic': 120, 'temperature': 28.77}",70,94.0
93.652444,0.047555999999999994,1906,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0463, 'acoustic': 120, 'temperature': 23.43}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0479, 'acoustic': 120, 'temperature': 25.1}",71,93.7
93.35240800000001,0.047592,1898,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.048, 'acoustic': 120, 'temperature': 24.1}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0482, 'acoustic': 120, 'temperature': 23.59}",72,93.4
93.05237199999999,0.047628,1890,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0468, 'acoustic': 120, 'temperature': 26.87}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0467, 'acoustic': 120, 'temperature': 22.49}",73,93.1
92.752336,0.047664,1883,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0473, 'acoustic': 120, 'temperature': 23.9}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0465, 'acoustic': 120, 'temperature': 33.03}",74,92.8
92.4523,0.0477,1875,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0457, 'acoustic': 120, 'temperature': 24.87}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0473, 'acoustic': 120, 'temperature': 25.25}",75,92.5
92.152264,0.047735999999999994,1867,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0474, 'acoustic': 120, 'temperature': 31.62}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0464, 'acoustic': 120, 'temperature': 25.05}",76,92.2
91.85222800000001,0.047772,1859,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0462, 'acoustic': 120, 'temperature': 22.66}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.05, 'acoustic': 120, 'temperature': 32.63}",77,91.9
91.55219199999999,0.047807999999999996,1852,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0494, 'acoustic': 120, 'temperature': 25.83}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0476, 'acoustic': 120, 'temperature': 23.18}",78,91.6
91.252156,0.047844,1844,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 31.97}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0483, 'acoustic': 120, 'temperature': 24.67}",79,91.3
90.95212,0.04788,1836,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0484, 'acoustic': 120, 'temperature': 23.83}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 25.91}",80,91.0
90.652084,0.047916,1829,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0497, 'acoustic': 120, 'temperature': 22.58}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0483, 'acoustic': 120, 'temperature': 29.92}",81,90.7
90.35204800000001,0.047952,1821,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0487, 'acoustic': 120, 'temperature': 30.74}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0501, 'acoustic': 120, 'temperature': 24.87}",82,90.4
90.05201199999999,0.047987999999999996,1814,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0479, 'acoustic': 120, 'temperature': 30.83}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0478, 'acoustic': 120, 'temperature': 26.78}",83,90.1
89.751976,0.048024,1806,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.048, 'acoustic': 120, 'temperature': 33.23}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.048, 'acoustic': 120, 'temperature': 24.19}",84,89.8
89.45194,0.04806,1798,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 24.07}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0474, 'acoustic': 120, 'temperature': 26.88}",85,89.5
89.151904,0.048096,1791,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0479, 'acoustic': 120, 'temperature': 24.09}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0487, 'acoustic': 120, 'temperature': 32.65}",86,89.2
88.85186800000001,0.048132,1783,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0461, 'acoustic': 120, 'temperature': 23.52}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0487, 'acoustic': 120, 'temperature': 29.23}",87,88.9
88.55183199999999,0.048168,1776,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0473, 'acoustic': 120, 'temperature': 32.85}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 28.37}",88,88.6
88.251796,0.048204,1768,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0474, 'acoustic': 120, 'temperature': 28.35}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0471, 'acoustic': 120, 'temperature': 24.37}",89,88.3
87.95176,0.04824,1761,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0461, 'acoustic': 120, 'temperature': 23.08}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0483, 'acoustic': 120, 'temperature': 29.51}",90,88.0
87.651724,0.048276,1753,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.048, 'acoustic': 120, 'temperature': 32.37}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0487, 'acoustic': 120, 'temperature': 29.95}",91,87.7
87.35168800000001,0.048311999999999994,1745,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0485, 'acoustic': 120, 'temperature': 26.95}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0487, 'acoustic': 120, 'temperature': 23.69}",92,87.4
87.05165199999999,0.048348,1738,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0477, 'acoustic': 120, 'temperature': 32.16}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0478, 'acoustic': 120, 'temperature': 24.16}",93,87.1
86.751616,0.048383999999999996,1730,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0484, 'acoustic': 120, 'temperature': 32.83}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 29.27}",94,86.8
86.45158,0.048420000000000005,1723,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0483, 'acoustic': 120, 'temperature': 33.09}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 22.67}",95,86.5
86.151544,0.048456,1716,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0486, 'acoustic': 120, 'temperature': 26.08}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0482, 'acoustic': 120, 'temperature': 24.32}",96,86.2
85.85150800000001,0.04849199999999999,1708,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0491, 'acoustic': 120, 'temperature': 27.87}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0476, 'acoustic': 120, 'temperature': 33.15}",97,85.9
85.55147199999999,0.048528,1701,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.05, 'acoustic': 120, 'temperature': 32.42}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0503, 'acoustic': 120, 'temperature': 29.51}",98,85.6
85.251436,0.048563999999999996,1693,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0493, 'acoustic': 120, 'temperature': 27.73}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0484, 'acoustic': 120, 'temperature': 24.95}",99,85.3
84.9514,0.048600000000000004,1686,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0477, 'acoustic': 120, 'temperature': 23.16}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 30.73}",100,85.0
84.651364,0.048636,1678,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0486, 'acoustic': 120, 'temperature': 31.31}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0489, 'acoustic': 120, 'temperature': 31.61}",101,84.7
84.35132800000001,0.04867199999999999,1671,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0472, 'acoustic': 120, 'temperature': 28.43}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0482, 'acoustic': 120, 'temperature': 22.96}",102,84.4
84.05129199999999,0.048708,1664,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0495, 'acoustic': 120, 'temperature': 25.34}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0484, 'acoustic': 120, 'temperature': 29.83}",103,84.1
83.751256,0.048743999999999996,1656,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.05, 'acoustic': 120, 'temperature': 23.41}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.05, 'acoustic': 120, 'temperature': 29.02}",104,83.8
83.45122,0.048780000000000004,1649,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.047, 'acoustic': 120, 'temperature': 26.96}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.049, 'acoustic': 120, 'temperature': 30.15}",105,83.5
83.151184,0.048816,1641,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0511, 'acoustic': 120, 'temperature': 31.05}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0507, 'acoustic': 120, 'temperature': 24.31}",106,83.2
82.85114800000001,0.04885199999999999,1634,"{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0496, 'acoustic': 120, 'temperature': 31.29}","{'pressure': 6.0, 'flow': 250, 'corrosion': 0.0465, 'acoustic': 120, 'temperature': 24.87}",107,82.9
